0.256	2.44950670003891	0
0.032	2.23290719999932	1
0.256	3.77083939989097	1
0.016	2.94990599993616	0
0.016	5.60017609992065	1
0.032	9.62440750002861	1
0.512	1.11678809998557	1
0.256	1.73725340003148	1
0.032	5.36743819992989	1
0.032	3.5004441998899	0
0.256	1.23706130008213	1
0.128	6.9166860000696	1
0.032	8.8988657000009	0
0.032	8.62034639995545	1
0.128	2.72284530010074	1
0.128	3.583874899894	1
0.128	8.29526280006394	1
0.128	3.95452499995008	1
0.064	2.0501465999987	1
0.128	2.31695730006322	1
0.032	8.17954789986834	0
0.064	8.74025649996474	1
0.032	9.71338109998032	1
0.256	1.10629210015759	1
0.064	1.45007540006191	1
0.128	4.98351519997232	0
0.256	1.51705450005829	1
0.512	1.20013209991157	1
0.256	1.55004470003769	1
0.032	2.33331899996847	0
0.016	5.83373610000126	1
0.128	5.96681909984909	1
0.128	6.60251650004648	1
0.032	4.05241849995218	0
0.064	5.8362625001464	1
0.064	5.46751879993826	1
0.016	4.74998930003494	1
0.064	12.6113991998136	1
0.512	1.03358239983208	1
0.256	3.35030320007354	1
0.128	1.78362380014732	1
0.016	9.32260950002819	1
0.016	5.35016499995254	1
0.256	1.02224870002829	1
0.512	1.11699980008416	1
0.512	0.850111799780279	1
0.032	9.57998200017028	1
0.032	3.10199670004658	1
0.032	10.5314641001169	1
0.016	5.78344669984654	1
0.256	0.833555799908936	1
0.256	0.75010189996101	1
0.256	2.41820170008577	1
0.064	5.63355550006963	0
0.128	7.45015390007757	1
0.128	6.81702070008032	1
0.512	0.933756799902767	1
0.256	1.1337570999749	1
0.512	0.917116299970075	1
0.032	3.68330479995348	0
0.128	4.81686799996533	0
0.256	3.31701690005139	1
0.064	8.44479800015688	0
0.064	1.65008029993624	1
0.512	0.81690079998225	1
0.064	4.90017880010419	1
0.128	0.950182899832726	1
0.016	9.29363019997254	1
0.256	1.05030290014111	1
0.064	3.35011589992791	0
0.512	0.66936259996146	1
0.016	8.88824869995005	1
0.512	0.833798100007698	1
0.128	3.10321169998497	1
0.032	8.18920539994724	0
0.256	2.65464560012333	1
0.512	0.83380759996362	1
0.016	5.86955689988099	0
0.016	5.23324789991602	0
0.512	0.933332300046459	1
0.016	5.84993259981275	1
0.256	0.983606700086966	1
0.064	7.03723660018295	1
0.256	1.27076070010662	1
0.256	0.816844799788669	1
0.512	0.700146300019696	1
0.032	9.15645190002397	1
0.512	1.83781439997256	1
0.256	2.28348849993199	1
0.064	9.08263730001636	0
0.512	0.783516500145197	1
0.256	1.30027709994465	1
0.016	4.9184469000902	0
0.512	0.622919699875638	1
0.032	8.20424150000326	0
0.064	2.22288660006598	1
0.256	0.783783300081268	1
0.016	1.36797020002268	1
0.064	5.66725569986738	1
0.016	6.1335720999632	0
0.064	5.16693760012276	1
0.064	3.35025350004435	0
0.032	5.38368949992582	1
0.128	1.10267250007018	1
0.128	3.4668604999315	1
0.128	5.54999789991416	1
0.064	2.63866590010002	1
0.064	10.5975702998694	1
0.032	8.80617919983342	1
0.016	0.0168389000464231	1
0.032	9.58985450002365	1
0.064	0.950087999925017	1
0.512	0.783571299863979	1
0.032	3.83349230000749	0
0.016	2.01986019988544	0
0.512	0.983826400013641	1
0.064	1.81836699997075	0
0.512	0.683808299945667	1
0.064	0.916683499934152	1
0.256	0.699843799928203	1
0.016	4.98817879986018	1
0.016	9.59095419989899	1
0.064	2.78345220000483	1
0.064	6.30017869989388	0
0.016	5.03426340012811	0
0.032	6.9389428999275	1
0.064	4.18358549987897	1
0.032	2.48375870008022	0
0.256	0.766895599896088	1
0.256	0.750207500066608	1
0.016	2.60030289995484	1
0.032	5.18339339992963	0
0.032	1.53343500010669	1
0.016	3.74003609991632	1
0.256	0.805400399956852	1
0.032	0.78360279998742	1
0.512	0.72297149989754	1
0.016	1.31768950005062	0
0.064	1.06685069995001	1
0.512	0.766987999901176	1
0.128	2.32027940009721	1
0.256	0.783552499953657	1
0.016	1.51685110013932	1
0.128	1.13345219986513	1
0.064	11.0120737999678	0
0.016	5.08354829996824	1
0.064	5.16890570009127	1
0.128	1.03379699983634	1
0.064	1.33466690010391	1
0.064	1.38349030003883	1
0.256	0.61710280016996	1
0.512	0.750587099930272	1
0.512	0.601133499993011	1
0.064	1.36701959976926	0
0.032	1.35009299986996	0
0.016	1.61706480011344	1
0.256	1.21942529990338	1
0.256	0.569931800011545	1
0.016	1.22121540014632	0
0.128	0.801004700129852	1
0.128	1.20007179980166	1
0.032	1.13632429996505	1
0.016	0.800285400124267	1
0.256	0.700308699859306	1
0.064	1.70034260000102	1
0.512	0.684614999918267	1
0.128	1.71678490005434	1
0.512	0.533565999940038	1
0.256	0.835182400187477	1
0.512	0.633800899842754	1
0.128	2.28366479999386	1
0.064	0.750095899915323	1
0.128	1.1038231998682	1
0.128	1.66674749995582	1
0.016	1.25074660009705	1
0.128	1.00154810003005	1
0.064	7.21684250002727	0
0.016	3.80054570012726	0
0.016	2.6843318999745	0
0.064	3.00377389998175	0
0.256	1.41695360001177	1
0.128	1.13933350006118	1
0.512	0.750165599863976	1
0.256	0.716916200006381	1
0.128	0.749985100002959	1
0.512	0.602391000138596	1
0.032	1.2169542000629	1
0.064	1.01675190008245	0
0.016	1.02261839993298	0
0.128	1.55035850009881	1
0.256	0.504516300046816	1
